Category,Attribute,Value
Rover Setup,Date,2/23/2024
Rover Setup,Time,11:09:08 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Disabled
Antenna Height,Date,2/23/2024
Antenna Height,Time,11:09:08 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Base Setup,Date,2/23/2024
Base Setup,Time,11:14:19 AM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Base Setup,Date,2/23/2024
Base Setup,Time,11:15:59 AM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Base Setup,Date,2/23/2024
Base Setup,Time,12:43:59 PM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Base Setup,Date,2/23/2024
Base Setup,Time,12:47:04 PM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Base Setup,Date,2/23/2024
Base Setup,Time,12:50:28 PM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Rover Setup,Date,2/23/2024
Rover Setup,Time,12:51:44 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Disabled
Antenna Height,Date,2/23/2024
Antenna Height,Time,12:51:44 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Tilt Compensation,Date,2/23/2024
Tilt Compensation,Time,12:54:27 PM
Tilt Compensation,Tilt Compensation,Enabled
Tilt Compensation,Date,2/23/2024
Tilt Compensation,Time,1:18:36 PM
Tilt Compensation,Tilt Compensation,Disabled
Static Mode Settings,Date,2/23/2024
Static Mode Settings,Time,1:23:18 PM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
Static Mode Settings,Date,2/23/2024
Static Mode Settings,Time,1:23:19 PM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
System Check,Date,2/23/2024
System Check,Time,1:23:40 PM
System Check,Point name,104
System Check,Measured N,1909936.306 usft
System Check,Measured E,6283580.030 usft
System Check,Measured Z,393.727 usft
System Check,Delta N,0.027 usft
System Check,Delta E,0.046 usft
System Check,Delta Elv,0.023 usft
System Check,Base name,BASE_6_28_23
System Check,Base latitude,"32°54'17.37049"" N"
System Check,Base longitude,"117°09'25.70941"" W"
System Check,Base height,296.302 usft
Rover Setup,Date,3/26/2024
Rover Setup,Time,12:35:35 PM
Rover Setup,Base name,AUTO0000
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°52'51.21595"" N"
Rover Setup,Base longitude,"117°11'57.71338"" W"
Rover Setup,Base height,275.086 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,3/26/2024
Antenna Height,Time,12:35:35 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Base Setup,Date,3/26/2024
Base Setup,Time,12:41:39 PM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Base Setup,Date,3/26/2024
Base Setup,Time,12:43:01 PM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Rover Setup,Date,3/26/2024
Rover Setup,Time,12:43:40 PM
Rover Setup,Base name,AUTO0000
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°52'51.21595"" N"
Rover Setup,Base longitude,"117°11'57.71338"" W"
Rover Setup,Base height,275.086 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,3/26/2024
Antenna Height,Time,12:43:40 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,3/26/2024
Rover Setup,Time,1:04:56 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,3/26/2024
Antenna Height,Time,1:04:56 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,3/26/2024
Rover Setup,Time,2:09:10 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,3/26/2024
Antenna Height,Time,2:09:10 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,3/27/2024
Rover Setup,Time,12:11:57 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,3/27/2024
Antenna Height,Time,12:11:57 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
DC File Information,Date,3/27/2024
DC File Information,Time,12:12:52 PM
DC File Information,Projection,
DC File Information,Type,Transverse Mercator
DC File Information,Origin lat,"32°54'17.50395"" N"
DC File Information,Origin long,"117°09'23.31123"" W"
DC File Information,Origin height,---
DC File Information,Origin north,1910216.493 usft
DC File Information,Origin east,6283457.369 usft
DC File Information,Origin elev,---
DC File Information,Scale factor,1.000013656
DC File Information,Orient1,---
DC File Information,Orient2,---
DC File Information,Datum,
DC File Information,Transformation type,Molodensky
DC File Information,Earth radius,20925604.47
DC File Information,Flattening,298.2572229
DC File Information,Rotation x,"0°00'00"""
DC File Information,Rotation y,"0°00'00"""
DC File Information,Rotation z,"0°00'00"""
DC File Information,Transformation x,0.000 usft
DC File Information,Transformation y,0.000 usft
DC File Information,Transformation z,0.000 usft
DC File Information,Scale factor,0
DC File Information,Horizontal adjustment,
DC File Information,Origin north,1910513.097 usft
DC File Information,Origin east,6283450.615 usft
DC File Information,Transformation north,0.050 usft
DC File Information,Transformation east,2.564 usft
DC File Information,Rotation about origin,"0°29'52.4538650415"""
DC File Information,Scale factor,0.999989249
DC File Information,Vertical adjustment,
DC File Information,Type,Inclined Plane
DC File Information,Origin north,1910216.499 usft
DC File Information,Origin east,6283457.356 usft
DC File Information,Const adjustment,115.261 usft
DC File Information,Slope north (ppm),-13.043
DC File Information,Slope east (ppm),-54.171
DC File Information,Geoid,---
Antenna Height,Date,3/27/2024
Antenna Height,Time,12:20:01 PM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,3/27/2024
Antenna Height,Time,12:26:32 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Antenna Height,Date,3/27/2024
Antenna Height,Time,12:32:06 PM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Base Setup,Date,4/15/2024
Base Setup,Time,8:22:22 AM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Rover Setup,Date,4/15/2024
Rover Setup,Time,8:23:28 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Disabled
Antenna Height,Date,4/15/2024
Antenna Height,Time,8:23:28 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Static Mode Settings,Date,4/15/2024
Static Mode Settings,Time,8:27:34 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
System Check,Date,4/15/2024
System Check,Time,8:28:00 AM
System Check,Point name,104
System Check,Measured N,1909936.277 usft
System Check,Measured E,6283580.034 usft
System Check,Measured Z,393.742 usft
System Check,Delta N,0.002 usft
System Check,Delta E,0.050 usft
System Check,Delta Elv,0.008 usft
System Check,Base name,BASE_6_28_23
System Check,Base latitude,"32°54'17.37049"" N"
System Check,Base longitude,"117°09'25.70941"" W"
System Check,Base height,296.302 usft
Tilt Compensation,Date,4/15/2024
Tilt Compensation,Time,8:28:12 AM
Tilt Compensation,Tilt Compensation,Enabled
Rover Setup,Date,4/15/2024
Rover Setup,Time,1:35:25 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,4/15/2024
Antenna Height,Time,1:35:25 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Date,4/15/2024
Antenna Height,Time,1:59:20 PM
Antenna Height,Measure mode,Walking
Antenna Height,Antenna height,7.500 usft
Antenna Height,Using Quick Release,Yes
Antenna Height,Tilt Compensation,Enabled
Rover Setup,Date,4/17/2024
Rover Setup,Time,7:03:31 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,4/17/2024
Antenna Height,Time,7:03:31 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,4/18/2024
Rover Setup,Time,6:52:43 AM
Rover Setup,Base name,AUTO0000
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°52'51.21595"" N"
Rover Setup,Base longitude,"117°11'57.71338"" W"
Rover Setup,Base height,275.086 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,4/18/2024
Antenna Height,Time,6:52:43 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Tilt Compensation,Date,4/18/2024
Tilt Compensation,Time,6:54:24 AM
Tilt Compensation,Tilt Compensation,Disabled
Base Setup,Date,4/18/2024
Base Setup,Time,6:57:43 AM
Base Setup,Base name,Base 6_28-23
Base Setup,Receiver type,Trimble R750 SN: 6251R05750
Base Setup,Corrections broadcasted via,Radio in Receiver
Base Setup,Radio type,TNL900I
Base Setup,Radio network,20
Base Setup,Base ant. height(APC),0.280 usft
Base Setup,Base latitude,"32°54'17.37049"" N"
Base Setup,Base longitude,"117°09'25.70941"" W"
Base Setup,Base height,296.303 usft
Base Setup,Elevation mask,10
Rover Setup,Date,4/18/2024
Rover Setup,Time,6:59:01 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.302 usft
